id	title	name_src	variants	type	aat_type	ccodes	lon	lat	min	max
1423	Μάντησι (Mantēsi)	ali-pasha	Μάντετζι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1424	Μάντοβας (Mantobas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1425	Μάραθος (Marathos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1426	Μάργιανη (Margianē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1427	Μαρίνο (Marino)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1428	Μάρκος (Markos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1429	Μάρμαρο (Marmaro)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1430	Μάστρο (Mastro)	ali-pasha	Μάστρου	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1431	Ματζάρι (Matzari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1432	Ματίλντι (Matilnti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1433	Ματσούκι (Matsouki)	ali-pasha	Ματζούκι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1434	Μαυρέλι (Maureli)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1435	Μαυροκούφυρο (Maurokouphyro)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1436	Μαχαιράς (Machairas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1437	Μεδιτερανέο (Mediteraneo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1438	Μεθώνη (Methōnē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1439	Μεκλενβοΰργο (Meklenbourgo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1440	Μέλη (Melē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1441	Μελιανά (Meliana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1442	Μερδενίκος (Merdenikos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1443	Μερέσι (Meresi)	ali-pasha	Μύρεσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1444	Μερίχοβον (Merichobon)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1445	Μερόκοβο (Merokobo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1446	Μεσαργιά (Mesargia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1447	Μετεσιλί (Metesili)	ali-pasha	Μετεσελή	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1448	Μετεώρου (Meteōrou)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1449	Μήλα (Mēla)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1450	Μήλη (Mēlē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1451	Μιάρα (Miara)	ali-pasha	Μπιάρα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1452	Μικρά Άσία (Mikra Asia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1453	Μικροί-Λοποτιανίτες (Mikroi-Lopotianites)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1454	Μιτζέλα (Mitzela)	ali-pasha	Μεζέλα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1455	Μιτζούνι (Mitzouni)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1456	Μοναστηράκι (Monastēraki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1457	Μορανέλια (Moranelia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1458	Μοσοτίτζα (Mosotitza)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1459	Μοσχοχώριο (Moschochōrio)	ali-pasha	Μοσκοχώριο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1460	Μουζάκας (Mouzakas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1461	Μουζίλο (Mouzilo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1462	Μουκανλήδες (Moukanlēdes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1463	Μουκοβινιώτες (Moukobiniōtes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1464	Μουλαλίκι (Moulaliki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1465	Μούλκια (Moulkia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1466	Μουράτ Τζελέπιαση (Mourat Tzelepiasē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1467	Μουρκαγιά (Mourkagia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1468	Μουροτιάνο (Mourotiano)	ali-pasha	Μοριστιάνο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1469	Μουρτάγιασι Βρενός (Mourtagiasi Brenos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1470	Μουσακάιασι (Mousakaiasi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1471	Μουτζιάλα (Moutziala)	ali-pasha	Μουτζιάλι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1472	Μπαγισλάρι (Mpagislari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1473	Μπάζι (Mpazi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1474	Μπακλαλί (Mpaklali)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1475	Μπαλήμπεγη (Mpalēmpegē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1476	Μπαλούκ παζάρι (Mpalouk pazari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1477	Μπαλταλάρι (Mpaltalari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1478	Μπάλτικας (Mpaltikas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1479	Μπαμπάταγι (Mpampatagi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1480	Μπαμπίνι (Mpampini)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1481	Μπανίτζα (Mpanitza)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1482	Μπάρα (Mpara)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1483	Μπασίτι (Mpasiti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1484	Μπαχτσές (Mpachtses)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1485	Μπαχυκάλαμο (Mpachykalamo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1486	Μπεγλέρ μαχαλάς (Mpegler machalas)	ali-pasha	 μαχαλάς τοΰ χ. Κεσερλί, Τρανό Συκούριο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1487	Μπεζδούνι (Mpezdouni)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1488	Μπεζδουνόπουλο (Mpezdounopoulo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1489	Μπέλεσι (Mpelesi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1490	Μπεντέρι (Mpenteri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1491	Μπέογλου (Mpeoglou)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1492	Μπερυώτες (Mperyōtes)	ali-pasha	 κακογραφία, Μπερκώτες, κάτοικοι τοΰ χ. Πέρκου σημ. δ. Θέρμου	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1493	Μπεστζιλέρι (Mpestzileri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1494	Μπετζίστι (Mpetzisti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1495	Μπιάρηδες (Mpiarēdes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1496	Μπισιάνι (Mpisiani)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1497	Μπιτζάκανι (Mpitzakani)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1498	Μπλάσδο (Mplasdo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1499	Μπλατάνα (Mplatana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1500	Μπογδάνου (Mpogdanou)	ali-pasha	 τσιφλίκι τοΰ Βελή πάσα στό «βιλαέτι Ταλαντίου», άταύτιστο, άπαντα ώς τά μέσα τοΰ ???	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1501	Μποζούκ (Mpozouk)	ali-pasha		district	districts	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1502	Μπολάνα (Mpolana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1503	Μπόντριστα (Mpontrista)	ali-pasha	Βόδριτσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1504	Μποργάζι (Mporgazi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1505	Μπόρι (Mpori)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1506	Μποροβίκος (Mporobikos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1507	Μποσιορέβτζα (Mposiorebtza)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1508	Μποσληδες (Mposlēdes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1509	Μποτζόβα (Mpotzoba)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1510	Μπούκες (Mpoukes)	ali-pasha	Bouches de Cataro	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1511	Μπούκουρο (Mpoukouro)	ali-pasha	Μπούκορο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1512	Μπουλμέτι (Mpoulmeti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1513	Μπουμπησλήδες (Mpoumpēslēdes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1514	Μπουνάσια (Mpounasia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1515	Μπουτάκια (Mpoutakia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1516	Μπόχρι Μπαλντίκ (Mpochri Mpalntik)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1517	Μπραγαδίρι (Mpragadiri)	ali-pasha	Μπραγαδία	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1518	Μπράτι Σέσι (Mprati Sesi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1519	Μπρέζανη (Mprezanē)	ali-pasha	Μπρίζανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1520	Μπρούτ (Mprout)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1521	Μπρούφλιανη (Mprouphlianē)	ali-pasha	Μπρούβλιανη, Προύφλιανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1522	Μύλος (Mylos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1523	Μυροσλάβιστα (Myroslabista)	ali-pasha	Νεροσλάβιτσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1524	Μύτικας (Mytikas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1525	Μυτιλήνη (Mytilēnē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	26.3333333	39.16666667	1780	1820
1526	Νάζος (Nazos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1527	Νάτζαρι (Natzari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1528	Ναυαρίνο (Nauarino)	ali-pasha	Άβαρίνος	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1529	Ναύπλιο (Nauplio)	ali-pasha	Άνάπλι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.8	37.56666667	1780	1820
1530	Νεβέσκα (Nebeska)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1531	Νεγαδιώτες (Negadiōtes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1532	Νεζερός ήτοι Γκολιόβα (Nezeros ētoi Nkolioba)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1533	Νεμέροβα (Nemeroba)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1534	Νεοχώριο (Neochōrio)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1535	Νεπρόβιστα (Neprobista)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1536	Νερατζούλα (Neratzoula)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1537	Νετρίτζοβα (Netritzoba)	ali-pasha	Νερτριτζί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1538	Νησί (Nēsi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1539	Νιάματα ήτοι Σιρκενλί (Niamata ētoi Sirkenli)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1540	Νιβόλιανη (Nibolianē)	ali-pasha	Νεβαλίνα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1541	Νιγέπολη (Nigepolē)	ali-pasha	Nigueboglou, Nikopol	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1542	Νικλίτσι (Niklitsi)	ali-pasha	Νικλίτζι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1543	Νικολίτζι (Nikolitzi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1544	Νικομήδεια (Nikomēdeia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	29.9166666	40.76666667	1780	1820
1545	Νιόκαστρο (Niokastro)	ali-pasha	 Νεόκαστρο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1546	Νόβανη (Nobanē)	ali-pasha	Ὄβανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1547	Νοτάρι (Notari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1548	Νότζι (Notzi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1549	Νοχωράκι (Nochōraki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1550	Νταγουτζιά (Ntagoutzia)	ali-pasha	Δαουτζά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1551	Ντάλα (Ntala)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1552	Νταούλιασι (Ntaouliasi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1553	Ντάρα (Ntara)	ali-pasha	Δάρανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1554	Νταρνάνανι (Ntarnanani)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1555	Ντεντέ βιράν (Ntente biran)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1556	Ντεντέ Μουσά (Ntente Mousa)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1557	Ντερβέν Φούρκα (Nterben Phourka)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1558	Ντερέ μαχαλάς (Ntere machalas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1559	Ντερτζίλοβο (Ntertzilobo)	ali-pasha	Δροζίλοβο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1560	Ντζέρτζι (Ntzertzi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1561	Ντιαρμπεκίρ (Ntiarmpekir)	ali-pasha	Diyarbekir	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1562	Ντιβολίτες (Ntibolites)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1563	Ντιλίνια (Ntilinia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1564	Ντίνιτζα (Ntinitza)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1565	Ντισιολάρηδες (Ntisiolarēdes)	ali-pasha	Τισιολάρηδες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1566	Ντόμπρα (Ntompra)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
1567	Ντόριτζα (Ntoritza)	ali-pasha	Ντόριζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.497276	39.503846	1780	1820
